Drug	Target
DB01095	CYP1A1
DB06951	CELA1
DB07789	PLK1
DB00356	CYP2D6
DB01120	CYP2C19
DB01917	AMD1
DB00228	GABRA1
DB08231	NCOA1
DB00238	CYP2A6
DB00122	PHOSPHO1
DB00321	HTR7
DB06080	FLT1
DB01242	CYP2D6
DB00887	SLC12A1
DB03088	AMY2A
DB01007	CYP2C19
DB02010	PIM1
DB00203	CYP2D6
DB03882	ESR2
DB02266	PTGS1
DB06678	ADRA2C
DB00233	CHUK
DB02621	GSN
DB00114	BCAT1
DB09068	CYP3A4
DB00346	ADRA1B
DB00642	DCK
DB01028	KCNA1
DB01068	GABRB2
DB00248	ADRA2B
DB01200	ADRA1B
DB01437	GABRP
DB05492	ADRA1B
DB08815	HTR2A
DB01235	DRD4
DB09079	FGFR3
DB01559	CYP2B6
DB05930	MPL
DB02723	F2
DB01200	HTR2B
DB01407	ADRB1
DB00697	CYP1A2
DB01169	CYP3A4
DB00292	CYP19A1
DB07760	UNG
DB01049	ADRA2A
DB00622	CACNA2D1
DB06695	CES1
DB00898	CHRNA4
DB00477	ADRA1B
DB01110	KCNN2
DB00898	KCNJ6
DB00540	ADRA2B
DB05223	HDAC2
DB00870	PTGS1
DB01022	GGCX
DB04216	PIM1
DB04108	METAP2
DB00740	SCN5A
DB05767	IL1B
DB01119	SLC12A3
DB03088	AMY2B
DB00755	CYP3A5
DB01769	CRYBB1
DB01194	CA5A
DB00481	ESR2
DB08907	UGT1A9
DB00167	BCAT2
DB00134	MAT2A
DB01028	GABRB2
DB00157	ACADS
DB08522	MAPK14
DB04851	ABCB5
DB00244	PTGS1
DB01065	NQO2
DB00285	SLC6A4
DB01197	MMP2
DB01200	ADRA1D
DB04844	DRD2
DB01135	CHRNA2
DB02062	LTA4H
DB07328	DPP4
DB01497	OPRM1
DB01410	NR3C1
DB07872	F10
DB02659	MT-CO2
DB08448	DHFR
DB08865	ALK
DB05651	HDAC2
DB07855	PKIA
DB08248	CCNA2
DB00735	SQLE
DB00371	GABRE
DB00712	UGT1A3
DB02659	PLA2G1B
DB06774	DBH
DB08749	BACE1
DB00420	CHRM4
DB01236	CYP3A4
DB00087	CD52
DB02515	ALDOB
DB00683	GABRG2
DB01259	ERBB2
DB00898	GABRG1
DB00387	CHRM4
DB04967	TOP1
DB07100	HSP90AA1
DB00908	CYP2C9
DB00171	ASNA1
DB03645	ENO3
DB00583	CROT
DB04725	CYP2C8
DB00405	HRH1
DB00142	GRIN2A
DB08794	GLUL
DB01228	SCN5A
DB09039	CYP2D6
DB06964	HSP90AA1
DB00690	GABRG2
DB00402	GABRB2
DB00431	GLRA3
DB00071	LRP2
DB01174	GRIN2B
DB04447	ALDH1A1
DB04010	PARP1
DB00370	ADRA1A
DB04720	CSNK2A1
DB00675	PRKCE
DB04141	UQCRH
DB00589	HTR2A
DB04144	MDM2
DB00374	PTGIR
DB00853	CYP3A4
DB01068	GABRA3
DB01033	AOX1
DB00354	HRH1
DB00398	CYP2C19
DB03957	IL2
DB01296	CYP2E1
DB08897	CHRM2
DB01059	CYP1A1
DB01454	SLC18A2
DB00785	CHRM1
DB04556	ACHE
DB00087	C1R
DB00544	TYMP
DB04920	BCHE
DB03003	GSTA1
DB01141	ARSA
DB00220	CYP3A7
DB05109	CYP2E1
DB01136	GJA1
DB00313	SCN1A
DB01151	CYP1A2
DB04794	CYP3A4
DB08348	PARP15
DB00157	PDHB
DB00108	C1QB
DB00909	MAOB
DB01544	CYP3A4
DB04817	PTGS1
DB00133	SPTLC1
DB01346	GABRA1
DB01242	CYP1A2
DB01422	METAP2
DB07268	MAPK8
DB07841	GGPS1
DB00157	NDUFB4
DB00188	PSMB3
DB00697	NISCH
DB01621	CYP1A2
DB00163	GSTP1
DB04786	SIRT5
DB08388	MMP13
DB01591	CYP3A4
DB05036	PTGES3
DB03602	GSTA1
DB05206	AGT
DB05822	PTGS1
DB01236	GABRE
DB01151	CHRM1
DB00232	CA2
DB08882	CYP3A4
DB00463	GABRG2
DB07045	HSPA8
DB00174	NARS2
DB03685	LSM6
DB01677	FAH
DB00997	CYP2D6
DB01045	CYP3A43
DB08237	POLK
DB01065	IDO1
DB00454	CYP3A4
DB02659	COX6C
DB00036	HPN
DB00370	CYP2C9
DB00721	KCNMA1
DB03968	REN
DB00126	PLOD3
DB00532	CYP2C8
DB03008	MAN2A1
DB02358	MTHFD1
DB01091	SQLE
DB07932	NCOA2
DB01992	ACAT2
DB00150	TPH1
DB00363	ADRA2B
DB03429	SLC25A4
DB05303	TNF
DB04325	PRSS2
DB00201	PDE1C
DB01359	HTR1A
DB00494	COMT
DB03401	PLCD1
DB03195	DTYMK
DB00115	MMAB
DB00701	CYP3A4
DB02431	UCK2
DB01177	CYP2D6
DB06882	SRC
DB04727	KDR
DB01026	CYP1B1
DB00285	CYP2C19
DB08271	MMP3
DB01238	HTR1A
DB00404	CYP3A7
DB04324	METAP2
DB00364	FGB
DB01412	ADORA1
DB07630	F10
DB00368	PAH
DB01103	CYP3A4
DB03937	GPI
DB05099	FGA
DB05413	SERPINA5
DB02007	HK1
DB04395	GSK3B
DB00659	GRIN1
DB01708	GRIN3B
DB04662	CDK2
DB01698	AKR1C3
DB04889	MAOB
DB02424	HSP90AA1
DB08777	CHEK1
DB00709	PCYT2
DB00641	CYP3A5
DB02371	C1S
DB00145	ALAS2
DB06372	IL1A
DB00349	GABRB2
DB00363	CYP1B1
DB00483	ACHE
DB00508	DRD2
DB00630	PTPN4
DB00143	GGT1
DB00208	CYP2C8
DB00408	HTR7
DB01115	CYP2C9
DB00143	GSR
DB00334	DRD3
DB01059	TOP2A
DB01812	HS3ST3A1
DB08010	MAPK10
DB00201	CYP2C8
DB00790	BCHE
DB08889	PSMB9
DB01708	GABRA5
DB01812	RNASE1
DB01221	TACR1
DB01183	CYP2C8
DB04147	PMP2
DB07036	ESR2
DB00313	UGT1A10
DB00554	PTGS1
DB00402	GABRB1
DB01016	KCNJ1
DB04000	GRIA2
DB00157	NDUFB2
DB04868	KIT
DB03435	EXTL2
DB00157	GPD1
DB00974	ADA
DB05374	EGFR
DB05676	PDE4A
DB00127	ODC1
DB00007	GNRHR
DB01129	CYP2D6
DB07860	PRKACA
DB08422	F2
DB00107	PREP
DB00182	SLC6A4
DB00875	DDC
DB01454	SLC6A3
DB00082	CYP2C19
DB00745	CYP3A4
DB03637	PRSS3
DB01254	PDGFRB
DB06697	CYP2C19
DB04365	CHRM1
DB00661	CYP3A4
DB00945	TP53
DB01131	CYP2C9
DB02320	PYGM
DB04977	CYP3A4
DB06702	CHRM3
DB06403	CYP3A4
DB07542	CTSD
DB00454	CYP2B6
DB00792	CYP2D6
DB00277	CYP3A4
DB01199	HTR3A
DB00145	GLRA1
DB01544	UGT1A3
DB00306	GRIK2
DB00862	PDE5A
DB06694	ADRA2A
DB07216	FNTA
DB03182	CS
DB00422	CYP2D6
DB07954	PDE7A
DB00120	SLC7A8
DB00051	FCGR2C
DB04871	CYP1A1
DB00761	SLC12A6
DB00546	GABRB2
DB04166	IL4I1
DB00157	NDUFC2
DB00641	CYP2C8
DB00763	CYP2D6
DB01595	GABRP
DB00435	CYP3A4
DB00157	MDH1
DB01269	EGFR
DB03847	F2
DB05294	TEK
DB05749	CYP19A1
DB01403	ADRA1A
DB03573	CTSF
DB04946	CYP3A5
DB00454	OPRK1
DB03175	LYZ
DB00568	CACNA1I
DB05771	IL10
DB00908	CYP3A4
DB00025	LRP1
DB04230	CS
DB05046	OPRM1
DB03060	DHFR
DB01200	ADRA2C
DB00083	RHOB
DB05041	UPP1
DB01100	CYP3A4
DB01220	NR1I2
DB07968	PYGL
DB00120	TH
DB00695	SLC12A1
DB08877	JAK1
DB00679	HTR2A
DB01205	GABRG1
DB00087	FCGR2C
DB05079	HTR2A
DB00455	CYP2C8
DB06823	MPO
DB02869	CTSV
DB08804	MAOA
DB07626	PLAU
DB00683	GABRA2
DB07074	F11
DB01167	CYP1A1
DB00463	GABRP
DB06372	IL1B
DB00193	GRIN3A
DB04985	RPSA
DB01594	GABRA3
DB00429	PTGER1
DB04938	CYP2C9
DB00944	ACHE
DB07633	ABO
DB01409	CHRM1
DB08096	MAPK14
DB06098	VDAC3
DB00148	CKM
DB00726	ADRA2A
DB05029	PLA2G4A
DB00734	DRD1
DB00371	GABRA5
DB08899	CYP3A4
DB02345	NME1
DB01361	CYP3A43
DB07077	F11
DB08865	CYP3A5
DB00780	MAOA
DB00081	C1QA
DB06781	NR3C1
DB01012	CYP2D6
DB01103	HNMT
DB08495	F10
DB00471	CYP3A4
DB04464	RABGGTA
DB00908	KCNH2
DB01038	DRD1
DB02665	PRSS1
DB01222	CYP3A4
DB08607	CYP2C8
DB00845	ABCB11
DB06637	CYP2E1
DB07751	CDK2
DB08449	AKR1B1
DB01238	DRD2
DB01692	TK1
DB01181	CYP3A5
DB02482	MAPK12
DB02915	CDK2
DB08338	CSNK2A1
DB01189	ATP5F1D
DB00945	PRKAB2
DB07448	LAP3
DB04924	CHRM3
DB01045	NR1I2
DB01229	CYP3A7
DB01268	FLT4
DB05018	GLA
DB00599	CYP2E1
DB00831	ADRA1A
DB00603	CYP3A4
DB04173	FHIT
DB04355	GALE
DB08848	SLC6A13
DB01285	HSD3B2
DB04798	GRIA2
DB00098	ITGAL
DB00857	SQLE
DB00205	CYP2D6
DB05487	ESR1
DB00512	ALB
DB00801	GABRB1
DB01238	CHRM1
DB01577	ADRA2C
DB04855	ADRA1A
DB00548	TYR
DB00562	CA1
DB08901	FGFR2
DB00321	CYP1A2
DB02803	REN
DB03865	PRSS1
DB04563	PRSS1
DB08339	ABL1
DB07969	MET
DB00402	GABRP
DB02049	MMP13
DB00114	CSAD
DB00030	RB1
DB00467	TOP2A
DB00683	GABRG3
DB01351	GRIA2
DB02379	AMY2A
DB01356	IMPA2
DB01586	AKR1C2
DB00496	CHRM2
DB01206	STMN4
DB08930	CYP3A4
DB04083	PYGM
DB01033	IMPDH2
DB00628	CYP3A4
DB00411	PLA2G4A
DB01167	CYP2D6
DB00139	PLOD1
DB00905	AKR1C3
DB00217	ADRB3
DB00368	ADRB3
DB07498	AKR1B1
DB00354	CHRM1
DB01960	DCPS
DB01169	TXNRD1
DB00172	PPIC
DB01588	GABRG3
DB01589	GABRE
DB01006	CYP3A4
DB00892	BCHE
DB00809	CHRM1
DB01098	HMGCR
DB00304	PGR
DB01624	ADRA1A
DB01694	TREM1
DB06176	CYP3A4
DB07329	IGHG2
DB08561	MMP13
DB01595	GABRR3
DB00457	KCNH7
DB05766	CHRM1
DB00150	TPH2
DB00443	CYP19A1
DB08346	HSP90AB1
DB02598	PAM
DB04982	GRIA2
DB07284	BACE1
DB00277	PDE4B
DB00170	NQO1
DB01029	UGT1A3
DB00977	CYP3A4
DB05177	LTA4H
DB00195	CYP1A2
DB08896	UGT1A9
DB00908	CYP2C8
DB01363	ADRB3
DB00842	GABRB3
DB00418	GRIN2C
DB00142	GLUL
DB00201	PRKDC
DB01488	HTR2A
DB01043	CYP2C19
DB01403	CHRM4
DB06876	CHEK1
DB07171	ECE1
DB00767	CHRM2
DB08453	UQCR11
DB00197	UGT1A3
DB01159	GABRB2
DB01026	CYP2C9
DB01170	CYP3A4
DB03247	BLVRB
DB00898	GABRB2
DB00334	HTR2A
DB04083	AGXT
DB08091	MAPK14
DB01175	CYP3A4
DB01202	CACNA1B
DB00338	CYP1A2
DB06726	ADRB2
DB05324	EGFR
DB05024	CYP24A1
DB00540	CYP2E1
DB08061	F2
DB00134	MAT1A
DB07840	FGFR1
DB00313	CYP3A4
DB00824	ADORA1
DB08565	CTRB1
DB05039	CYP3A4
DB00142	SLC1A2
DB00157	ALDH3B2
DB01050	FABP2
DB00370	ADRA1B
DB01169	IKBKB
DB01232	CYP3A5
DB01621	DRD1
DB08893	CYP2D6
DB04141	CYC1
DB08615	ACHE
DB00990	CYP19A1
DB00144	PRKCA
DB07465	DPP4
DB00171	ABCC9
DB02338	AASS
DB01142	ADRA1B
DB04721	CSNK2A1
DB06268	EDNRB
DB08918	SLC6A4
DB03435	CMPK1
DB04217	CTH
DB00800	ADRA1B
DB07509	PPARG
DB00159	SLC8A1
DB01288	ADRB1
DB02506	PPP2CA
DB00100	F2
DB00425	PTGS1
DB00543	CHRM4
DB07095	PRSS1
DB00703	CA4
DB00300	NME2
DB05266	PDE4D
DB08024	DPP4
DB01589	GABRG3
DB00972	CYP2B6
DB00822	CYP3A5
DB06712	CACNA1D
DB04464	COX7A1
DB08909	PNLIP
DB01092	CYP1A1
DB00468	CYP1A2
DB00114	SCLY
DB00108	FCGR2C
DB00250	PTGS2
DB08930	POU2F2
DB00193	OPRM1
DB00197	CYP1A1
DB00291	GSTP1
DB02116	CDK2
DB08577	FGFR1
DB06148	OPRK1
DB07183	KDR
DB01595	GABRB1
DB00546	GABRG1
DB00157	HSD3B2
DB00338	CYP3A4
DB00116	SHMT2
DB00628	GABRG1
DB01166	CYP2C19
DB08896	CYP2C19
DB03860	ESR2
DB00191	MAOA
DB00683	GABRA1
DB00434	CHRM2
DB00674	CHRNB4
DB01133	ATP6V1A
DB01496	GABRA4
DB00032	LHCGR
DB02405	PAEP
DB00738	CYP1A1
DB01219	RYR1
DB04688	IGKC
DB01136	ADRB2
DB04920	CYP2E1
DB07281	BACE1
DB01159	KCNJ6
DB00081	MS4A1
DB00672	PTGS1
DB01959	PDE4D
DB08330	CYC1
DB00396	PGR
DB01558	CYP3A4
DB08811	PDE4A
DB01587	TSPO
DB00205	CYP2C8
DB04768	TPK1
DB01045	CYP2E1
DB01189	GABRG1
DB01576	TAAR1
DB04630	CYP11B2
DB04272	CTDSP1
DB01320	CYP2B6
DB07143	F2
DB00341	HRH1
DB01138	ABCC1
DB01392	DRD3
DB01375	VDAC3
DB06953	FNTB
DB08734	TYMS
DB00486	CNR1
DB00283	HRH1
DB01132	PPARG
DB07033	PDPK1
DB04564	LCT
DB00408	SLC6A4
DB00296	CYP1A2
DB03100	NOS2
DB01812	SULT1E1
DB05361	SERPINC1
DB06981	SKP1
DB02196	UAP1
DB07045	BAG1
DB00317	CYP3A4
DB01238	HTR1B
DB00775	ITGA2B
DB06589	CYP1A2
DB04794	CYP2B6
DB07920	MMP12
DB00142	GATB
DB01454	SLC6A2
DB05458	CHRNA4
DB00661	CYP2C18
DB06734	ATP6V1A
DB00015	SERPINE1
DB01118	CYP1A1
DB00568	CACNA1D
DB00157	IDH3G
DB03183	PDE4D
DB00252	CYP2B6
DB01014	PTGS1
DB01558	CYP1A2
DB09048	CYP2C9
DB00247	HTR2C
DB01559	GABRE
DB09128	CYP2D6
DB02217	NT5M
DB00616	ACE
DB00321	OPRD1
DB00758	CYP3A4
DB00320	HTR2B
DB08429	DPP4
DB07211	F10
DB08762	CPA1
DB07809	F2
DB05184	SRC
DB00675	CYP3A5
DB00590	KCNH7
DB00530	UGT1A1
DB07531	CDK2
DB00810	CHRM1
DB00544	PPAT
DB07195	ESR1
DB00382	BCHE
DB03477	PTGS2
DB00862	CYP3A5
DB00408	HTR1B
DB00160	AGXT
DB00588	CYP3A7
DB05014	KDR
DB01686	NOS2
DB01583	CYP2C8
DB00920	PDE4A
DB00956	OPRM1
DB04537	WARS
DB00949	CYP2C19
DB00224	CYP2C19
DB00421	CACNB4
DB00668	ADRA1D
DB00951	CYP2C19
DB03088	CCL8
DB03814	IRGC
DB05777	F2
DB04566	PYGM
DB01827	LGALS3
DB00459	RARB
DB00659	GABRA3
DB00142	ENPEP
DB02833	CDK2
DB01942	CA2
DB06738	GRIN2B
DB07127	PTPRB
DB00283	CYP3A4
DB01388	CACNA1I
DB01031	CA1
DB01268	KIT
DB05207	TNF
DB06626	CYP2C19
DB08742	NCOA1
DB03133	PYGM
DB00444	CYP2C19
DB04315	RAB5A
DB00143	MGST3
DB00591	PLA2G4A
DB00072	FCGR3A
DB00813	OPRM1
DB08347	ADRB1
DB00227	CYP3A5
DB00659	GABRA4
DB04147	NFE2L1
DB01351	GRIK2
DB04599	HTR2A
DB05162	GLP1R
DB00780	GPT2
DB00157	DHCR7
DB00280	CHRM1
DB00523	CYP1A2
DB00970	TOP2B
DB00925	ADRA1D
DB00142	GPT2
DB00157	AKR1B1
DB00688	UGT1A10
DB09074	PARP1
DB00334	GABRA3
DB00672	CYP2C19
DB06700	SLC6A2
DB01240	PTGIR
DB00118	GNMT
DB09028	CHRNA4
DB03147	POR
DB00281	CYP3A5
DB01407	TNF
DB01110	CYP2B6
DB05305	IL13
DB00327	OPRK1
DB00468	CYP2E1
DB00074	FCGR2C
DB00514	CHRNA2
DB01812	HS3ST1
DB04447	AXIN1
DB08078	PPARD
DB00541	TUBB
DB00047	INSR
DB02659	COX5B
DB03065	NOS3
DB00501	CYP2E1
DB05007	EPHB4
DB00313	SCN3B
DB03147	DAO
DB08575	MME
DB00563	AOX1
DB00121	PC
DB00852	SLC6A3
DB00976	CYP1A2
DB05210	PIK3R1
DB08689	SDHB
DB00388	MAOA
DB00054	FCGR3A
DB00162	DHRS3
DB00242	DCK
DB03023	LCK
DB07836	PLA2G1B
DB00932	CYP2C19
DB00242	POLA1
DB05165	EIF4E
DB00056	C1QA
DB08574	AFDN
DB00459	RXRB
DB05264	CSF2RB
DB00628	GABRA2
DB07901	METAP1
DB01156	CHRNA3
DB00312	GRIA2
DB00898	ADH6
DB07995	PRKACA
DB06155	CYP3A4
DB00819	CA7
DB01037	CYP2A6
DB02177	ITGAL
DB01346	GABRA2
DB05271	CYP1A2
DB00172	P4HA2
DB02379	HK1
DB08001	PTPN1
DB01873	TUBA1B
DB00583	SLC25A20
DB01136	XDH
DB01632	UCKL1
DB00491	GANAB
DB00831	UGT1A4
DB01083	LIPF
DB00777	ADRA1D
DB07401	UQCR11
DB08690	CYC1
DB03589	ME2
DB01078	ATP1A1
DB00087	FCGR2B
DB00690	GABRB1
DB00983	ADRB2
DB02059	SIRT3
DB01608	ADRA2A
DB01201	CYP3A5
DB00152	CYP4B1
DB00358	ACHE
DB01284	MC2R
DB03981	FGF2
DB00509	THRA
DB01595	CYP2E1
DB00996	GRIN2C
DB01632	HPRT1
DB00751	ADRA2A
DB00596	NR3C1
DB03906	HMOX1
DB04817	CYP3A4
DB07242	PIM1
DB00102	A2M
DB08231	GM2A
DB01233	HTR3A
DB00674	CHRNA1
DB03539	CHIT1
DB03247	HAO1
DB00025	HSPA5
DB04892	BCHE
DB03283	ACHE
DB03796	PMP2
DB03721	CES1
DB01353	GRIK2
DB08277	HSD11B1
DB00720	SLC25A6
DB02010	CDK2
DB06719	CYP19A1
DB00921	CYP3A4
DB01595	GABRA3
DB06837	ADAMTS5
DB07316	HSD11B1
DB00668	ADRB1
DB00396	CYP2D6
DB07854	PRKACA
DB01254	EPHA2
DB00615	HSP90B1
DB08808	ADRB3
DB00975	PDE10A
DB01224	HTR1E
DB05470	MAPK14
DB01049	GABRA5
DB00030	CYP1A2
DB01388	CACNB3
DB02898	CDK2
DB00683	GABRA4
DB00141	B4GALT1
DB03499	CS
DB00130	TGM6
DB00567	CYP2D6
DB00468	CYP2C8
DB01756	RPIA
DB04315	CDC42
DB01665	PRSS1
DB08140	CDK2
DB00850	CYP2C9
DB00869	CYP2C9
DB00123	SLC7A3
DB01354	GABRA1
DB01420	COMT
DB00121	PCCB
DB04269	PRSS1
DB07643	DCPS
DB08901	FGFR1
DB00182	TAAR1
DB00130	TGM3
DB00141	NAGPA
DB00738	CYP2C8
DB01215	GABRG1
DB01339	CHRNA2
DB00517	CHRM3
DB06290	CYP3A4
DB00663	NR3C1
DB08612	CES1P1
DB01115	CYP1A2
DB01175	CYP2C19
DB01760	LCN9
DB05022	TOP2B
DB05210	PRKDC
DB00726	HTR1A
DB01483	GABRA3
DB01221	CHRM5
DB01016	ABCB11
DB00365	CYP1A2
DB05760	CALCA
DB01118	CYP2C8
DB00182	CARTPT
DB01036	CYP2D6
DB01597	DPEP1
DB04562	ACO2
DB00604	CYP2C19
DB00237	GABRG3
DB01136	ADRA2C
DB03814	ARL3
DB00475	GABRG3
DB00246	DRD3
DB00501	CYP3A4
DB06204	OPRK1
DB00960	ADRB1
DB05057	ADA
DB01023	CACNA1D
DB02098	RNASE1
DB01043	GRIN2A
DB05266	PDE3A
DB00393	CYP3A4
DB01424	CYP17A1
DB02613	PNLIPRP2
DB01483	GABRA5
DB00537	CYP3A4
DB08810	HTR2A
DB00396	NR3C2
DB06702	CHRM5
DB04020	ESR2
DB00461	PTGS1
DB00604	KCNH2
DB00160	AGXT2
DB00504	OPRM1
DB01174	GRIN2A
DB01442	SLC18A2
DB00477	BCHE
DB08932	CYP2C19
DB07440	F2
DB00230	CACNA1A
DB00333	CYP2B6
DB00881	ACE
DB00062	SAA1
DB03554	DPYD
DB00543	GABRP
DB00334	CYP2C19
DB01074	CPT1A
DB00313	SCN5A
DB02831	DCXR
DB00459	CYP26A1
DB00214	CYP2C9
DB00777	ADRA1A
DB01254	ABL1
DB01320	CYP2C9
DB02620	PTPN1
DB01151	ADRA1B
DB02080	PLA2G2A
DB00477	CHRM1
DB01068	GABRB1
DB01373	ATP2C1
DB04464	COX7B
DB00687	NR3C2
DB00570	TUBB
DB01049	HTR2C
DB03766	GPHN
DB03403	CMPK1
DB00121	CYP1B1
DB01020	GUCY1A2
DB01026	CYP26A1
DB00277	CYP2D6
DB08846	PRKCA
DB02054	OAT
DB06637	KCNA3
DB00188	PSMA5
DB01062	CHRM1
DB01412	ADORA2A
DB07202	CSF1R
DB00171	CDK15
DB01174	CYP1A1
DB00367	CYP3A4
DB01525	BCHE
DB00496	CYP3A4
DB05804	CYP3A7
DB00176	CYP3A4
DB01375	VDAC2
DB02077	NOS3
DB00495	UGT2B7
DB02010	PDPK1
DB01942	FGF1
DB04896	GRIN2C
DB00420	CHRM2
DB00898	AKR1A1
DB00250	MPO
DB00690	GABRD
DB00334	GABRG2
DB00786	MMP21
DB00408	HTR2A
DB03203	GLTP
DB00071	IGF1R
DB00048	COL2A1
DB01159	GRIN3B
DB01200	DRD4
DB08490	MMP13
DB03490	CDK2
DB08911	MAP2K2
DB02300	MPO
DB00797	ADRA2A
DB05030	HGF
DB03793	RAB9A
DB00252	CYP3A4
DB02234	NOS3
DB01054	CACNB2
DB00228	GLRB
DB00208	CYP2C9
DB06695	F2
DB02888	FKBP1A
DB01041	CRBN
DB08044	DPP4
DB03461	HSD11B1
DB00064	SAA1
DB01955	PLA2G2E
DB00726	SLC6A2
DB00139	SUCNR1
DB01283	CYP2C9
DB07056	HSD11B1
DB03777	PIM1
DB00809	CHRM4
DB08038	KLK7
DB00543	GABRB2
DB00599	GABRA2
DB07738	BACE1
DB00471	CYP2C8
DB00114	KYAT1
DB07932	ESR1
DB01589	GABRR2
DB00586	CYP1A2
DB02482	PRKACB
DB03173	PRSS1
DB00835	CHRM5
DB01224	CYP2C19
DB04372	PCTP
DB08864	NR1I2
DB08562	IGKC
DB01200	HTR1D
DB01595	GABRG1
DB01224	CYP3A7
DB04301	PRSS1
DB00568	CACNA1G
DB00145	GNMT
DB00231	GABRR3
DB01095	UGT1A3
DB00530	CYP1A2
DB00563	DHFR
DB07358	GCK
DB00295	UGT1A8
DB00273	GABRP
DB04081	CA2
DB00321	ADRB3
DB00363	HTR7
DB06770	CYP3A4
DB04786	F2
DB01452	OPRK1
DB01972	TGM3
DB00533	CYP3A4
DB01211	KCNH2
DB02498	PARP1
DB03021	ACTA1
DB00557	HRH1
DB00075	FCGR2C
DB00780	ABAT
DB00583	SLC25A29
DB03796	HNF4G
DB06731	CYP3A7
DB00142	GLUD2
DB01162	KCNH2
DB00454	GRIN2C
DB00121	PCCA
DB01211	SLCO1B1
DB00112	C1QA
DB00157	ALDH5A1
DB07215	NCOA1
DB07462	COMT
DB00288	NR3C1
DB01142	ADRA2B
DB00797	HRH2
DB00679	ADRA1A
DB03835	PYGM
DB01025	IL3
DB06738	OPRK1
DB00055	THBD
DB01174	GRIA2
DB00216	CYP2C9
DB00495	CYP2C8
DB01600	PTGS2
DB00270	CACNA2D1
DB06216	ADRA1A
DB00153	CYP27B1
DB00163	NR1I2
DB00228	KCNN4
DB04254	HSP90AA1
DB07080	NR1H2
DB07983	PTGS1
DB00184	CHRNA9
DB08276	MYH14
DB00273	GABRB1
DB06772	CYP3A5
DB01225	MPO
DB01580	CYP2D6
DB00033	IFNGR1
DB04522	KCNC4
DB00245	HRH1
DB01403	CHRM5
DB01972	PDE5A
DB00475	GABRG2
DB03557	PTPN1
DB09035	PDCD1
DB07277	F10
DB05389	MAEA
DB08059	PIK3CA
DB03814	GSTP1
DB08908	KEAP1
DB02494	RPL26L1
DB07996	PKIA
DB00142	EPRS
DB00381	CYP3A7
DB00413	DRD3
DB09079	FLT4
DB00579	SLC6A4
DB00454	GRIN2B
DB00144	PTDSS1
DB00313	CYP2C18
DB00381	CYP2A6
DB01660	BCKDK
DB07538	CDK2
DB01205	GABRA5
DB00046	IGF1R
DB00209	CYP2D6
DB00564	CYP2C9
DB04447	MSRA
DB00371	GABRA4
DB01017	CYCS
DB01915	GSTP1
DB01159	GABRD
DB08153	HSP90AB1
DB03435	B3GAT1
DB00205	CYP2C9
DB05483	UBR4
DB00368	SLC18A2
DB01142	CYP2C19
DB08334	MIF
DB00126	DBH
DB05184	ABL2
DB07779	DPP4
DB02471	LCT
DB07585	GSK3B
DB02426	SLC25A4
DB00573	PTGS1
DB01026	CYP3A4
DB01194	CA2
DB01043	GRIN1
DB04218	ADA
DB00254	B2M
DB00073	FCGR2C
DB00928	CDA
DB00133	SPTLC2
DB08373	SCGB1A1
DB00771	CHRM1
DB08080	ACTA1
DB00871	ADRB2
DB00268	DRD1
DB00533	ELN
DB00268	DRD3
DB00643	TUBB4B
DB01234	CYP2C19
DB03413	DUT
DB00157	NDUFV3
DB00082	BCHE
DB00031	KRT8
DB04510	TPI1
DB00615	HSP90AA1
DB00072	C1R
DB01997	NOS2
DB00813	OPRK1
DB01960	EIF4E
DB01143	ALPG
DB01424	CYP3A4
DB00157	MT-ND5
DB01595	GABRR1
DB02854	HSD17B11
DB00030	LRP2
DB00142	SLC25A22
DB00501	CYP1A2
DB00943	CYP2D6
DB02535	CA2
DB03978	YARS
DB00682	CYP2C19
DB00856	CYP19A1
DB08930	CYP3A7
DB00388	ADRA1B
DB06218	SCN3A
DB08087	AR
DB00753	GABRG1
DB08911	MAP2K1
DB01095	CYP3A5
DB00915	DDC
DB08786	HSP90AA1
DB09053	CYP2D6
DB07980	CHRFAM7A
DB00111	FCGR3A
DB00072	C1S
DB00368	ADRA1B
DB00806	PDE4A
DB00189	GABRE
DB00128	PAICS
DB01897	HPGDS
DB01076	AHR
DB04395	CSNK2A1
DB01395	PGR
DB04178	SLC25A4
DB00328	PTGR2
DB00497	CYP3A7
DB06603	HDAC2
DB04573	ESR1
DB00412	CYP2C9
DB00749	RXRA
DB07000	BRAF
DB00402	GABRD
DB01544	GABRA6
DB00255	COMT
DB00619	PDGFRB
DB00295	UGT1A1
DB05037	CDK2
DB00455	CYP2C9
DB00842	GABRB1
DB05034	NPR1
DB00533	PTGS2
DB02259	PTPN1
DB01221	SLC6A2
DB03268	SRC
DB04132	GSTT2
DB00383	CHRM1
DB00125	ASS1
DB01010	ACHE
DB00160	PHYKPL
DB00757	CYP2C9
DB01609	CYP3A4
DB07203	CDK2
DB02603	CDK2
DB00029	FGA
DB00421	CACNB2
DB00186	GABRE
DB01363	SLC6A3
DB00111	C1QB
DB00115	MTR
DB01442	MAOB
DB00025	CANX
DB07638	ESR1
DB02379	AMY2B
DB05309	FGF4
DB05855	CXCL8
DB01708	CYP3A4
DB00143	GPX4
DB00227	CYP3A7
DB03351	DHFR
DB00895	FCER1G
DB03405	CTSK
DB00543	GABRQ
